"Flux/Origine","type","Statut","superviseur","Date posté","Date reçu","Date Traité","pseudo","Uid","Titre","Corps Message","Image","Prio","Id.N","ID du contenu","Action"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 19:46:58","18.03.2026 20:47:25","18.03.2026 20:47:26","MARIE JO G","","","le monde n'a pas vraiment changé en fait, il s'est revêtu simplement de nouveaux habits.","","26","26952854197","478259","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 19:20:43","18.03.2026 20:21:01","18.03.2026 20:21:05","jacques T_4","","","Vous faites des affirmations gratuites ! D'autre part, dire qu'en cas de désaccord on vous donne raison 9 fois sur 10 n'a aucune valeur : vous ne nous dites pas qui vous donne raison, merci d'avoir la courtoisie de nous préciser qui vous donne raison et sur quels critères cette personne vous donne raison (si la personne se base sur vos propres conclusions, cela n'a bien sûr aucune valeur !!!).","","26","26952773587","478258","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 19:11:01","18.03.2026 20:11:03","18.03.2026 20:11:04","JEAN FRANCOIS R_9","","","C'est , pour la deuxième fois depuis le début de l'année une info extraordinaire.","","26","26952740294","478257","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:58:26","18.03.2026 19:58:53","18.03.2026 19:58:54","Aimee T","","","le cnom devrait prendre exemple sur le cnop","","26","26952700547","478256","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:55:25","18.03.2026 19:55:28","18.03.2026 19:55:29","fannie","","","Assez bizarre d'appeler Btx ""toxine botulinique"". Rien de bien difficile a injecter Btx. N'importe quelle infirmiere peut se former en 2-3 jours. Plus complexe pour les fillers, attention au 7.","","26","26952690156","478255","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:55:02","18.03.2026 19:55:19","18.03.2026 19:55:21","MARIE JO G","","","parce que l'argent facile attire ! pourquoi y a t il autant d'influenceurs, de footballeurs, d'humoristes, de chanteurs, de gens dans le narcotrafic.. et moins de gens qui se précipitent dans des boulots pas cools mais heureusement il y a encore des gens intègres, courageux, engagés, investis","","26","26952689525","478254","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:51:05","18.03.2026 19:51:22","18.03.2026 19:51:23","fannie","","","Pas que l'argent des cotisations. Il y a aussi de l'argent qui vient ""orienter"" la politique de sante publique du pays en faisant pression sur la nature meme de la pratique medicale. De gros cheques, dont des sommes importantes offshore. Les payeurs en attendent un gros retour sur investissement.","","26","26952678758","478253","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:49:04","18.03.2026 19:49:36","18.03.2026 19:49:37","MARIE JO G","","","essayez et vous verrez si c'est si facile !","","26","26952673820","478252","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:47:52","18.03.2026 19:48:22","18.03.2026 19:48:23","MARIE JO G","","","les vieux ne savent pas et les jeunes qui pourraient savoir sont ceux qui gagnent de l'argent facilement, le dépensent en voyages....","","26","26952670302","478251","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:41:37","18.03.2026 19:41:39","18.03.2026 19:41:43","MARIE JO G","","","je confirme pour Marseille, ça a été le sujet d'une prise de tête entre l'ancien président et moi quand j'ai dit que payer ma cotisation n'était pas ma priorité (je venais de divorcer, de faire une formation à mes frais pour prendre un poste où je perdais 1 000 euros par mois ), il a osé m'appeler pour justifier cet achat pas cher disait il ! amusant, non ? Depuis le président a changé. L'ordre à Nantes est logé aussi dans de très beaux bâtiments pas comme Toulon. Le bâtiment de l'ordre c'est le reflet aussi d'une certaine caste médicale, d'un copinage d'un autre monde","","26","26952650717","478250","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:41:07","18.03.2026 19:41:32","18.03.2026 19:41:34","fannie","","","Rien de nouveau. C'est en fait le meme fonctionnement que les administrations publiques et autres ONG. On se paie sur la bete sans meme payer un centime d'euro d'impots. Et plus on monte sur Paris/sommet de la pyramide, pire c'est. Cette corruption institutionnelle se fait sans meme pretendre se cacher. C'est une mafia organisee, comme toute loge ou la base n'a aucune idee du fonctionnement reel. Ce qui est vraiment choquant c'est que ce meme conseil attaque systematiquement ceux/celles qui ont soigne pendant Covid, crime sans nom, ainsi que tout medecin qui rapporte des violences sur enfants.","","26","26952650360","478249","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:21:32","18.03.2026 19:21:45","18.03.2026 19:21:45","DIDIER F","","","Il faut arrêter de payer la cotisation","","26","26952590243","478248","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:19:48","18.03.2026 19:19:59","18.03.2026 19:20:01","Pascal B","","","Ce n'est pas un scoop , c'est un cartel bien rodé ou les membres des bureaux se battent pour avoir , voire garder leur place ; et ce depuis des décennies . Je ne lis plus leur papier mensuel depuis des années ... mais suis bien obligé de payer ma cotisation pour exercer ! Camarilla d'un autre âge , à purger au plus vite .","","26","26952584742","478247","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:14:46","18.03.2026 19:14:56","18.03.2026 19:14:57","Eric V_2","","","vous oubliez Marseille, très jolie villa avenue du Prado","","26","26952570800","478246","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:14:13","18.03.2026 19:14:15","18.03.2026 19:14:17","Eric V_2","","","Dans les 110 propositions du Candidat François Mitterrand en 1981, il était prévu de supprimer les juridictions d'exception, dont les juridictions du Conseil de l'Ordre. Toutes ont été supprimées (y compris les TPFA, tribunaux militaires)...sauf le conseil de l'Ordre...qui nous rackette chaque année...pour rien","","26","26952569137","478245","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:11:50","18.03.2026 19:11:55","18.03.2026 19:11:58","jean-paul k","","","Tout simplement lamentable ! Mais pourquoi les élus du conseil de l'Ordre s apparentent t-ils aux élus de la République pour dilapider l'argent public? Et après ils vont venir légiférer, engager des procédures, condamner nos pairs en leur donnant des sanctions ? Les conseillers de l'ordre qui ont ainsi détourné à leur profit l'argent de nos cotisations devraient être interdits de siéger et suspendus dans leurs fonctions professionnelles en guise de punition.","","26","26952562943","478244","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:09:18","18.03.2026 19:09:36","18.03.2026 19:09:38","Guy V_12","","","Réponse à Anne Y : effectivement la difficulté principale d'accès aux soins est organisationnelle et augmente depuis Doctolib qui nous transforme en effecteurs de soins à heures fixes (nous allons à notre cabinet médical comme au bureau ou à l'usine , ce qui n'est pas péjoratif mais peu enthousiasmant d'où burn out notamment). Ce système est la pénurie organisée","","26","26952555339","478243","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 18:09:12","18.03.2026 19:09:36","18.03.2026 19:09:37","BDA_1","","","Primum non nocere est une locution latine qui signifie « en premier, ne pas nuire ». C'est le premier principe de prudence appris aux étudiantes et étudiants en sciences de la santé. Bafoué depuis la libération. Ne dis pas aux autres ce que tu ne... etc","","26","26952555337","478242","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 17:55:07","18.03.2026 18:55:14","18.03.2026 18:55:15","LENNY","","","Consternant et dramatique, on va être la risée des patients","","26","26952511400","478241","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 17:41:21","18.03.2026 18:41:45","18.03.2026 18:41:47","BDA_1","","","Et la facturation électronique obligatoire maintenant !!","","26","26952470813","478240","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 17:39:22","18.03.2026 18:39:24","18.03.2026 18:39:28","doc911","","","Il doit y avoir CDOM et CDOM. Le CDOM Niçois c'est ""une très chic maison de maître de 1 200 m2 avec piscine auparavant exploitée en tant qu’hôtel et située à 400 mètres de la Promenade des Anglais"". Sept équivalents temps plein (ETP) y travaillent pour l’Ordre. Concernant l'achat de ce bien, il aurait coûté 3,9 millions d’euros (dont 870 000 de travaux et 7 000 pour la crémaillère). Le CDOM 94 c'est à Créteil entre deux cités est moins classique. Allez zou, que les élus du 94 (que je pense honnêtes) lancent le grand ménage à Paris en commençant par ne rembourser que les tickets Navigo à 2.05€ ou je ne cotise plus.","","26","26952463786","478239","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","20.03.2026 22:57:11","20.03.2026 23:57:23","20.03.2026 23:57:25","Candide","","","En effet, s'écraser une fois sur deux, c'est mieux que s'écraser tout le temps ! Y'a encore des hommes e.s dans ce pays !","","26","26960253537","478402","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","20.03.2026 22:47:46","20.03.2026 23:47:57","20.03.2026 23:47:59","Candide","","","Les étrangers d'abord ? Les indigènes d'abord, relèverait du racisme et de la xénophobie, voire du nazisme ... enfin ... sauf pour la Nomenklatura (indigène) et ses serviteurs ?","","26","26960232855","478401","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","20.03.2026 22:05:40","20.03.2026 23:05:48","20.03.2026 23:05:49","MARIE JO G","","","idem en chirurgie: Leurs travaux (équipe de chirurgie du Pancréas de l'IPC) ont montré que certaines catégories de lymphocytes circulants, détectés dans le sang avant une chirurgie du pancréas, permettent de prédire la survenue de complications post-opératoires","","26","26960137833","478400","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","20.03.2026 21:23:18","20.03.2026 22:23:41","20.03.2026 22:23:42","jacques T_4","","","Très belle anecdote !","","26","26960032488","478399","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:17:55","19.03.2026 08:18:03","19.03.2026 08:18:08","Dominique S_12","","","Laissons leur l'argent, mais qu'ils nous laissent travailler. Leur gestion des remontées patients est abominable. Un patient voulait une ordonnance de kiné pour son épaule sans que je l'interroge, ni que je l'examine. C'était à mon cabinet il y a quelques années. Aujourd'hui, les patients contactent l'Ordre dès qu'on leur refuse une prescrip-tion. Est il utile de contacter le médecin quand la plainte du patient est totalement injustifiée? Quand patient et médecin sont convoquées, le premier se déplace rarement...","","26","26954237358","478297","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:14:02","19.03.2026 08:14:05","19.03.2026 08:14:08","lionel v","","","C'est surtout le ""confidentiel"" qui est marrant.","","26","26954227134","478296","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:12:36","19.03.2026 08:12:49","19.03.2026 08:12:51","Asymptômatix","","","OH LA LA.....Je ne savais pas tout cela. Je ne paierai pas la prochaine fois, et je finirai par être condamné.","","26","26954223814","478295","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:10:57","19.03.2026 08:11:02","19.03.2026 08:11:03","MARC L_12","","","Dissolution.","","26","26954219607","478294","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:08:02","19.03.2026 08:08:09","19.03.2026 08:08:11","BDA_1","","","Déjà texte de loi présenté au parlement; ça existe bien pour les milices de gauche et de droite.","","26","26954212037","478293","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:06:17","19.03.2026 08:06:22","19.03.2026 08:06:23","BDA_1","","","D'un compérage sur le dos des lambdas. C'est répréhensible mais personne n'ose chez les syndicats. Connivences, sans culte du complot.","","26","26954207440","478292","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:03:54","19.03.2026 08:04:01","19.03.2026 08:04:05","BDA_1","","","Ils ont de bons légistes pour de bons conseils.","","26","26954201570","478291","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:03:48","19.03.2026 08:04:01","19.03.2026 08:04:05","CYRILLE V","","","C’était des patients de votre cabinet ? Personne ne conteste la violence dans les quartiers chauds, que la population soit immigrée ou non. De nos jours, vous pouvez aussi vous faire agresser en plein cœur des grandes villes. Quel rapport avec le comportement individuel des patients ?","","26","26954201568","478290","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:03:35","19.03.2026 08:04:01","19.03.2026 08:04:03","Dominique S_12","","","On m'a signalé que la question précise portait sur le libéral. Ma réponse est donc hors sujet. En libéral pas de de TLC exclusive, c'est évident.","","26","26954201567","478289","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:02:58","19.03.2026 08:03:17","19.03.2026 08:03:21","pacha01","","","A quand un une interview du patron du CNOM par la QDM , avec des vraies questions genantes, et pas uniquement pour lui servir le café? parce que la , il y a de quoi en apprendre..","","26","26954199820","478288","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 07:02:53","19.03.2026 08:03:17","19.03.2026 08:03:19","BDA_1","","","L'Hydre de Lerne sous sa coupole silencieuse...","","26","26954199819","478287","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 06:59:06","19.03.2026 07:59:19","19.03.2026 07:59:21","BDA_1","","","Les syndicats n'oseront jamais créer un compte bloqué.","","26","26954189711","478286","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 06:58:15","19.03.2026 07:58:38","19.03.2026 07:58:40","BDA_1","","","Nous ne sauront jamais si loge(s) il y a en effet.","","26","26954188306","478285","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 06:56:27","19.03.2026 07:56:52","19.03.2026 07:56:57","BDA_1","","","Jusque là il n'a pas fait ses preuves sur tous les plans. Disparition.","","26","26954183869","478284","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 06:55:29","19.03.2026 07:55:39","19.03.2026 07:55:40","BDA_1","","","Il faut les basculer sur les Unions régionales qui ne foutent pas grand chose. Il faut enfin réformer toute cette gabegie !","","26","26954180894","478283","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 06:53:44","19.03.2026 07:53:51","19.03.2026 07:53:52","BDA_1","","","Oustric doit démissionner. Et toute son équipe avec. Puis cet ordre de malheurs enfin dissout.","","26","26954175774","478282","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 06:40:58","19.03.2026 07:41:07","19.03.2026 07:41:10","franck L_26","","","des confirmations, pas des surprises à la suite d’un événement médical survenu dans un contexte de sécurité anesthésique dégradée, une procédure ordinale est engagée. Le dossier quitte immédiatement le terrain médical. Des pièces fabriquées , voire des faux, sont utilisés pour construire une accusation. Malgré des expertises favorables, des sanctions sont prononcées, allant jusqu’à une suspension. Parallèlement, des conflits d’intérêts majeurs apparaissent. Un vice-président de l’Ordre siège tout en étant administrateur et actionnaire de la clinique concernée, précisément celle où les conditions de sécurité étaient en cause. Il ne s’agit pas d’une dérive ponctuelle. Il s’agit d’un mode de fonctionnement. Ce dossier révélé par le Canard ne constitue pas une surprise. Il confirme. Preuves à la demande.","","26","26954143491","478281","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 06:33:36","19.03.2026 07:33:53","19.03.2026 07:33:56","ANNE Y","","","Non elle a raison!! Deux agressions une au couteau une au lacrymo en zone urbaine ""sensible"" (traduisez forte concentration immigrée) entre 2000 et 2002 (+ vol de plaque pro et 2 cambriolages avec vol de matériel médical couteux). Plus rien après avoir déménagé et commencé des cours de self défense. Rien n'est un hasard!","","26","26954124179","478280","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 06:26:55","19.03.2026 07:27:10","19.03.2026 07:27:11","ANNE Y","","","C'est sans doûte pour celà qu'il s'est fait étriller par la Cour des Comptes il y a quelques années!","","26","26954107174","478279","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 06:25:32","19.03.2026 07:25:56","19.03.2026 07:25:59","ANNE Y","","","On aimerait juste un peu moins de zèle de leur part pour poursuivre et condamner les confrères qui font honnêtement leur boulot mais sujets aux plaintes de patients ou institutions procédurières et acariatres, et un peu plus de conscience et courage quand il est question de confrères violeurs et/ou pédophiles, dont les dossiers ont une curieuse propension à passer sous la pile ou à caler les meubles! Un deux poids deux mesures qui avait déjà été noté et fustigé par la Cour des Comptes et que des avocats de parties civiles dénoncent régulièrement lors des procès!","","26","26954104555","478278","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","19.03.2026 03:55:06","19.03.2026 04:55:31","19.03.2026 04:55:33","alskin","","","Dans les départements , beaucoup de conseillers font un travail remarquable , quasiment gratuitement ,pour les patients et pour la déontologie de la profession , il ne faut pas jeter bébé avec l'eau du bain !","","26","26953844104","478277","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 23:58:46","19.03.2026 00:58:51","19.03.2026 00:58:53","MARIE JO G","","","non elle n'est pas vraiment à côté de la plaque, la violence est personnelle et culturelle comme tout car on vit dans un espace relié aux autres présents et à ceux avant nous","","26","26953492696","478276","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","18.03.2026 23:48:15","19.03.2026 00:48:18","19.03.2026 00:48:20","MARIE JO G","","","et on fait comment ?","","26","26953475194","478275","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 14:15:18","28.03.2026 15:15:49","28.03.2026 15:15:52","doc911","","","Chevênement était à la Défense des années auparavant. Il était à l' Intérieur en effet lors de l'intervention VB au Val-de-Grace. Anaphylaxie au Norcuron. Cion et visite pré-op. effectuées d'ailleurs ce n'aurait rien changé. Jamais entendu un patient répondre ""Allergique ? Oui Docteur au Norcuron."" C'était déjà une fake lancée à l'époque par Libération. Par contre on pourra toujours discuter des modalités de la réanimation mais je n'y étais pas. Quand au frère ... pulvérisé dans le tunnel, notre premier IRM ayant été mis en service en1985, fannie devait être aux premières loges ... pour le savoir.","","26","26985077770","478718","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 14:08:39","28.03.2026 15:09:08","28.03.2026 15:09:12","Marjorie","","","J’ai le sentiment qu’à chaque fois qu’un gouvernement se met en place, l’idée de « génie «  germe dans son crâne, le temps de faire tourner toutes les entreprises familiales et on s’en moque de quoi qu’il en coûte ! Souvenez-vous du carnet de santé qui est dans le tiroir de chaque patient, puis la carte vitale et aujourd’hui, les nantis qui présente la carte vitale sur le smartphone, le DMP …. Tout ça, du gâchis, de la dépense… Azalées est un véritable deal et ça coûte au contribuable, la double cotation ( infirmier, médecins..) pour résoudre un seul problème au téléphone le plus souvent ! Est-ce que le généraliste, lorsqu’il répond à l’infirmière, fait un acte ? Jamais de ma vie ! Conseil bénévole et cotation lorsque le patient est consulté ! Arrêtons ces magouilles et les dépenses de santé iront un peu mieux ! Es ce","","26","26985061910","478717","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 13:36:48","28.03.2026 14:37:18","28.03.2026 14:37:24","Marjorie","","","Et donc t’a crée ta start-up et tu cherches à recruter si j’ai bien compris ?","","26","26984985581","478716","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 13:36:42","28.03.2026 14:37:09","28.03.2026 14:37:19","CLAUDE -YVES M","","","pourquoi cette animosité contre le socialisme et les socialistes ? il est vrai que le milieu médical.....","","26","26984985381","478715","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 13:22:01","28.03.2026 14:22:15","28.03.2026 14:22:16","dr  no","","","il etait ministre de la defense demissionaire ........?","","26","26984947277","478714","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 13:16:09","28.03.2026 14:16:39","28.03.2026 14:16:40","dr  no","","","les inventions '' en moulin a vent '' tourneent avec le vent ..... la cnam a ; l idée geniale a moins de 2 ans de la presidentielle ; de créer France santé........ 50 000 euros par maison deja existante....2000 X 50 000 le G est a 30 euros ..apres x greves et 2 ans de '' negociations ''.","","26","26984932515","478713","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 12:47:28","28.03.2026 13:47:58","28.03.2026 13:48:01","alpha","","","A budget énorme, fraudes enormes","","26","26984855239","478712","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 12:20:53","28.03.2026 13:21:00","28.03.2026 13:21:02","Dominique S_12","","","Je n'ai que 74 ans, mais je suis entièrement d'accord avec vous!","","26","26984783474","478711","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 11:49:47","28.03.2026 12:50:11","28.03.2026 12:50:13","Candide","","","""ça n'a jamais été vérifié"" ... serait-ce un aveu indirect (je ne dis pas de votre part, qui êtes probablement de bonne foi) ? Sur ce forum, je n'ai pratiquement pas vu d'anti-vax, c'est à dire d'opposants systématiques à toute vaccination. Ceux qui sont stigmatisés, pour le coup, d'anti-vax paraissent en fait une création de certains pro-vax-covid plus ou moins radicalisés, plus ou moins en service commandé, voulant interdire tout débat, même scientifique, et toute opinion divergente de la leur (ou de celle de leurs maîtres), de la même façon que les anti-fa inventent des fa pour tenter de faire taire toute libre opinion pourtant présentée pacifiquement ? Mais je ne vous traite pas, vous, de pro-vax d'opérette ... ! Amicalement.","","26","26984701473","478710","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 11:08:14","28.03.2026 12:08:23","28.03.2026 12:08:30","Pascal _1","","","La politique de vaccination anticovid a enfreint les règles de la Résolution 2361 (2021) du Parlement européen en matière d'éthique, de droit des citoyens et de pratique médicale. 7.1.2 de veiller à ce que les organismes réglementaires chargés d’évaluer et d’autoriser les vaccins contre la covid-19 soient indépendants et à l’abri de toute pression politique; 7.1.5 de mettre en place des programmes indépendants de réparation en cas de dommages ou de préjudices injustifiés consécutifs à la vaccination; 7.3 pour ce qui est de garantir un niveau élevé d’acceptation des vaccins: 7.3.1 de s'assurer que les citoyens et citoyennes sont informés que la vaccination n'est pas obligatoire et que personne ne subit de pressions politiques, sociales ou autres pour se faire vacciner, s'il ou elle ne souhaite pas le faire personnellement; 7.3.4 de diffuser en toute transparence des informations sur la sécurité et les éventuels effets indésirables des vaccins, de travailler avec et réglementer les plateformes de médias sociaux pour empêcher la propagation des fausses informations; https://pace.coe.int/fr/files/29004/html","","26","26984593004","478709","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 10:39:41","28.03.2026 11:39:51","28.03.2026 11:39:54","I.A","","","La science est évolutive, soumise à la réfutation, repose sur un consensus scientifique. Le dogme est fixiste, hostile à la réfutation, ne reposant sur aucun consensus, ou alors celui de qui ? Comment quelqu’un qui traite de vendus tous les scientifiques qui élaborent le consensus du moment peut il se dire scientifique, puisqu’il nie les méthodes de la science ? Une publication qui n’est pas validée (sauf par France Soir) par la communauté scientifique ne peut prétendre à une « vérité » scientifique du moment. La preuve avancée repose principalement sur l’émotivité plus réactive que l’explication d'un fait scientifique évolutif.","","26","26984520864","478708","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 10:09:52","28.03.2026 11:10:11","28.03.2026 11:10:13","I.A","","","Il est l'auteur de plus de 3000 articles (propres ou cosignées) soit 5 par mois sur toute sa carrière, le plus souvent dans des revues dont il était membre du comité de rédaction. Et en période de Covid, il a écrit plus d'articles sur le Covid que n'importe quel scientifique pendant toute sa carrière.","","26","26984444654","478707","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 09:08:15","28.03.2026 10:08:46","28.03.2026 10:08:49","doc911","","","Un vaccin qui n'a pas été tout à fait à la hauteur de nos espérances mais a donné de l'espoir à un moment d'affliction et ouvert de nouvelles voies exaltantes à la recherche. Des pythies venimeuses inconsolables car les revers escomptés ne sont pas arrivés, impuissantes à avouer leurs fausses routes. Game over.","","26","26984287747","478706","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 08:35:31","28.03.2026 09:35:54","28.03.2026 09:35:55","Loïc R_4","","","Et quid de de l’absence de fiscalisation des IJ dans les arrêts de travail en ALD ATMP et fiscalisation à 50/100 des CLM et CLD. Dans le même temps, la prévoyance prend en charge les emprunts.","","26","26984202033","478705","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 08:11:08","28.03.2026 09:11:34","28.03.2026 09:11:37","pierre56","","","Bien d'accord avec vous. D'ailleurs au delà de 3 semaines d'arrêt ou en cas de d'arrêts répétitifs le patient devait être visité par son médecin du travail pour évaluer l'aptitude au poste et délivrer si besoin une inaptitude temporaire puis par le médecin conseil .... on fixe une duré prévisible de l'arrêt ou on passe le patient en longue maladie et on renvoie le tout au médecin traitant qui prend le relai.","","26","26984139873","478703","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 07:51:17","28.03.2026 08:51:44","28.03.2026 08:51:46","doc911","","","Le passement de jambe à l'IRM, nouveau geste technique signé KMB.","","26","26984086886","478702","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 07:43:42","28.03.2026 08:43:56","28.03.2026 08:43:58","pierre56","","","Certes ainsi que certains pas d'Afrique noire qui ont été moins affecté par l""épidémie mais .... on ne peut comparer que ce qui est comparable notamment il existe une différence très importante de la pyramide des âges, des conditions de vie et de promiscuité des populations (vaccination naturelle par les contacts répétas ?) et pour apporter la preuve de l'efficacité de traitement prohibés encore faut-il faire une étude sérieuse de 2 cohortes différents. Je ne crois pas que cal ait été fait en Afrique y compris dans le Maghreb","","26","26984067508","478701","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 07:40:12","28.03.2026 08:40:31","28.03.2026 08:40:32","doc911","","","Sniffer rend confus et énigmatique. Faudrait songer à freiner sur les rails de blanche.","","26","26984057916","478700","Editer"
